SK_ID_CURR,TARGET
100001,0.2760987530882516
100005,0.5702653489271957
100013,0.18141963853278725
100028,0.28507420470463596
100038,0.659986660108195
100042,0.28134751955405174
100057,0.11142027756817252
100065,0.3250296622878845
100066,0.10391359457838964
100067,0.4496554262640507
100074,0.47646739144923844
100090,0.35631279829764145
100091,0.6934035616564598
100092,0.5198353515674121
100106,0.50197034739289
100107,0.6116313776646694
100109,0.4482433617205469
100117,0.26148518709133756
100128,0.4780661468411481
100141,0.21011546313972448
100150,0.15539694273152527
100168,0.10182277061029332
100169,0.3016291152919478
100170,0.45430458475271485
100171,0.36068507312488085
100172,0.5059081722087133
100184,0.40783669410379386
100187,0.4465529757809631
100212,0.4644718479227441
100222,0.421826661377481
100223,0.1966612247339181
100232,0.1626828670187592
100241,0.7265022115301176
100245,0.19066352950354457
100253,0.2146834588118674
100256,0.47854455875931934
100271,0.10045101233030204
100278,0.7615800427479643
100280,0.10677708414586401
100306,0.6872542631682249
100311,0.6902268833740799
100312,0.19711091376509443
100330,0.631278231091025
100331,0.3217777077911242
100352,0.547702581222985
100358,0.4205715308408099
100367,0.23860757474206784
100382,0.7303198224109282
100384,0.42614800172325384
100385,0.5366941622146284
100386,0.3231485246830974
100399,0.2051187122696509
100404,0.4530585117537567
100416,0.16175975222247152
100422,0.5796791930120602
100426,0.21899124962849403
100438,0.3124832388593485
100444,0.6563338725157511
100445,0.7131842248675124
100446,0.48294840576057946
100447,0.18619829606981295
100450,0.3548498197729871
100466,0.14924183655604145
100483,0.21521846174293446
100484,0.1475773865305021
100494,0.4308454598945286
100510,0.7392925001459563
100512,0.14388725102945615
100517,0.2896401771432598
100548,0.29406953823782955
100551,0.27198978018711006
100552,0.48546861734100366
100553,0.2194580463922486
100561,0.5081318180373995
100568,0.8811735567159923
100569,0.26581134336759016
100591,0.42717915958523567
100592,0.18565223341345713
100602,0.5255337669460516
100607,0.43909515215337025
100613,0.5136909882260837
100617,0.6647444005300075
100618,0.4521295574229233
100622,0.3335905276617163
100625,0.680427663666318
100677,0.678239045271658
100699,0.33644204098062
100702,0.8388377965183629
100711,0.467454821912142
100729,0.6180030099877996
100740,0.7911992462911133
100744,0.6998543475644317
100745,0.39685203300185296
100747,0.5582793582210934
100751,0.7902204468251129
100752,0.42140630611209134
100753,0.7888436783118493
100754,0.7514382136606039
100760,0.37796852947349757
100762,0.5533796140098506
100763,0.41839853626766066
100765,0.13261030634919183
100770,0.4281111689498406
100772,0.18754185923958563
100777,0.21987724060147054
100791,0.19569835222946808
100792,0.09483208407185093
100797,0.2000084199112372
100823,0.2886817199226095
100826,0.2504578379119995
100830,0.31515123570424225
100836,0.8008871920336442
100872,0.437347472457845
100910,0.3250317518808508
100913,0.5909576774604798
100918,0.26837914493850157
100931,0.13221591569227
100952,0.3723839738334932
100953,0.3806864786150008
100965,0.7457699843697867
100970,0.27402670293616604
100982,0.6701869480480195
100983,0.7775932787230934
100984,0.3288914255387336
100987,0.40744382380638167
100997,0.43191296694591813
100998,0.6713123507445724
101002,0.4049084148136109
101005,0.662567346961032
101008,0.819238826243861
101020,0.4827238055302143
101021,0.27630525554594226
101024,0.4566163937783092
101025,0.6228566904109447
101026,0.33343383627091494
101031,0.2002240745265797
101041,0.19633897412349224
101051,0.11315882272941172
101055,0.5016112021415721
101056,0.8105266649739431
101057,0.3369164381583025
101064,0.19581551697543012
101079,0.5154425572387976
101087,0.21445716697921602
101090,0.233106499487374
101092,0.5050395166546036
101097,0.6078493872565264
101099,0.14970274291978605
101107,0.5766715005569558
101118,0.5184076772260017
101125,0.48217528564187206
101126,0.17885215719017972
101128,0.15766446766721698
101136,0.5018108145492695
101140,0.7448777540218879
101149,0.6913408170941325
101160,0.4626760060750175
101169,0.7602630287220863
101181,0.22333245726037398
101186,0.1667282770145902
101190,0.5781387411084247
101193,0.5346875195823608
101194,0.6589564405310588
101198,0.6741458019015028
101200,0.25479396459707315
101204,0.23578492294422057
101211,0.35594778993383047
101213,0.5327462185048465
101223,0.32330254920515733
101225,0.4811698770213061
101237,0.5421331463080694
101243,0.47400841407450167
101244,0.6114909995683765
101258,0.31469344332909277
101259,0.7298123994116181
101268,0.5585406664080889
101269,0.14961149542034363
101271,0.6273601024166842
101279,0.35830990506204774
101281,0.5175153220618147
101287,0.285100093771249
101292,0.30751074033776077
101294,0.2460924347148351
101296,0.48214238737449866
101297,0.24127045296762553
101299,0.32848500158758936
101301,0.36014753470826655
101305,0.5522111912672301
101308,0.6133751452382495
101318,0.16459582712341608
101327,0.7751694833495195
101329,0.21718274664763412
